Boađus: 1 058
						
Ovddit123Čuovvovaš
Cealkkačájeheapmi
	Administrative texts –
Muhto maiddái dán vuoro ge fertejedje vuollánit juste dáinna áššiin , ja bargagoahtit 	áššin 	eará láhkái .
– Mii leat stivra bealis bargamin eará láhkái 	áššin 	.
– Dát ášši orru gártamin prinsihpalaš 	áššin 	ja mii departemeantta bealis lohpidat dárkilit geahčadit ovdal go makkár mearrádusa dahkat , lohká Myklevold .
Sámi oahppogirjjiid ášši lea ge šaddan báhkka 	áššin 	, sihke sámi ja riika mediain , maŋŋel go oahpaheaddjit guovttos Sissel Gaup ja Rávdná Anti oaččuiga johtui almmolaš digaštallama dan vártnuhis dili birra mas sámi mánát ja oahpaheaddjit leat váilevaš sámegiel oahppogirjjiid geažil .
– Mu mielas lea dát šaddan váivves 	áššin 	, lohká sátnejođiheaddji , Vibeke Tveit ja lohká oppalaš guovllu váikkuhusčielggadeapmi livččii buorre gildii .
Sátnejođiheaddji mielas lea boazodoalu ja báikeolbmuid riidu šaddan gildii váivves 	áššin 	, erenoamážit go ođđa eaiggát lea njeaidán áiddiid maid Suodjalus ceggii ja sávvan bures boahtin buohkaide , sihke olbmuide ja bohccuide .
NBR-jođiheaddji Niillas Heandarat Sara , guhte fas válljejuvvui NBR-a jođiheaddjin , lohká GJSS evttohusa šaddat 	áššin 	šiehtadallanráhkkanemiide .
Porsáŋggu leansmánnekantuvra lea dutkagoahtán dáhpáhusa ja lohket iežaset atnit dán hui duođalaš 	áššin 	.
Kirsten Appfjell-Eira lea ođđa 	áššin 	dieđihan mas evttoha Sámedikki jođáneamos lági mielde ásahit lullisámegiela váras diehtojuohkinkantuvrra .
Čoahkkima deháleamos 	áššin 	gieđahallui davviriikkalaš sámesoahpamuš joatkkaválmmaštallan .
Dutki , Tero Klemola , atná viehka ođđa 	áššin 	ahte suoldnemihttár jalge vuvddiid maid siseatnamis .
Astrid Rasdal Kemi ja Mikkel Per Kemi leaba dál ožžon vástádusa váidagii maid sáddiiga fylkkamánnái , ja soai leaba duđavaččat go fylkkamánni cuiggoda vuogi mo skuvla lea bargan sudno máná 	áššin 	.
Ikte , gaskavahku maŋŋágaskabeaivvi , lea leamaš ovdagottis dát 	áššin 	ja earret eará de válljii olbmuid geat galget plánet mo čoavdit dán stuorra lassáneami .
Ođđa jođiheaddjái gártá stuorámus 	áššin 	dat go Sámediggi lávke válgajahkái boahtte jagi .
De Aikio sávvá , ahte olles Sámi álbmot válddášii dán iežas 	áššin 	, bealuštit min oktasaš gávtti , vuoi sápmelaččat eará guovlluin dorjot Suoma beale sápmelaččaid dán oktavuođas .
Sara válljejuvvui nubbejođiheaddjin WCIP ( eamiálbmogiid máilmmeráđđi ) Canberras 1981 ja Douglas Sanders čálii konkrehtalaš evttohus , maid Sara ráhkanahttit 	áššin 	WCIP:ii Panamas 1984 .
Dát lea Stáhta Geaidnodoaimmahaga gáibádus , deattuha Joki ja lohká dan biddjot 	áššin 	Stáhtá Geaidnodoaimmahaga ja Kárášjoga gieldda jahkásaš čoahkkimis .
Haltbrekken muitala Ávvirii ahte son dáhtui Finnmárkku Luonddugáhttenlihtu stivrra čoahkkái duorastaga eahkeda gos 	áššin 	ledje juste Elgvina čuoččuhusat sámi stáhta ásaheami birra .
Son čilge dán bistevaš váttisvuođa lea šaddan ná stuorra 	áššin 	orohagas go stivra ii dáhto vástidit .
Dattetge su mielas lea stuorra 	áššin 	buohtastahttot ABBA Agnethiin iige dieđe maid dadjat , dušše čaimmiha go nástin beassá gullat vaikko maid :
NSR áigu ovddidit dán ođđa 	áššin 	Sámedikkis .
– Danin mun áiggun dán loktet ođđa 	áššin 	boahtte dievasčoahkkimis Sámedikkis .
Sámedikkis lei čoahkkin DI 15.10.08 gos dat ođđa bagadallanbálvalus lei 	áššin 	.


    Davvisámi teavsttat
    |Julevsámi teavsttat
    |Lullisámi teavsttat
    |Anársámi teavsttat
    |Bálddalasteavsttat

    Davvisámi
    |Norsk
    |Suomeksi
    |Svenska
    |English

9 válljejuvvon čoakkáldaga (buot) — 20 062 278 sáni

    Oktageardán ohcan
    Eanet vejolašvuođat
    CQP Query

Dievaslaš CQP-jearaldat: []
KWIC:
Statistihkka:

    KWIC
    Statistihkka
    Sátnegovva ii vuos doaimma

Boađus: 1 058
						
Ovddit123Čuovvovaš
Cealkkačájeheapmi
	Avvir –
– Dušši áššái ii galgga bidjat searaid , deattuhii Trosten ja cuoiggui dan njeallje viđa vahkku nággui mii leamaš Sámedikkis ja gohčodii dan smávva formálalaš 	áššin 	.
– Dan ahte ráđđealmmái Jørn Aslaksen dulko dán smávva 	áššin 	, ožžot leat su sánit , inge hálit dasa oaivvildit maidege .
Dan lohká sámediggeáirras ja márkosápmelaš Susanne Amalie Andersen ( NSR ) , gii loktii dán ođđa 	áššin 	distaga Sámedikki dievasčoahkkimis .
Dan oktavuođas dat lea šaddan sihke Evenášši suohkanii ja Harstad-Narviika girdišilljui dehálaččamus 	áššin 	.
Su mielas lea dat mii lea dáhpáhuvvan Norway Cup gilvvuin šaddan menddo stuorra 	áššin 	.
Ovdamearkka dihte lei maŋimuš válgagiččus Kárášjogas skuvlaášši áigeguovdilis 	áššin 	.
FUG čállingottis lohket oahpes 	áššin 	ahte váhnemat leat várrogasat cuiggodit skuvlla juste dan dihte go ballet dan dagahit mánáideaset ovdii .
– Lága ektui ii leat gielddas lohpi heaittihit skuvlla , ja danin eat bala mannamis 	áššin 	, váikko vel diggeriektái , lohká son .
– Bidjat 	áššin 	iežamet dáiddastivrii
– Sii han sáhtaše maid virgáidit olbmuid golmma mánnui , dan bodda go mii bargat 	áššin 	, lohká son .
NSR parlamentáralaš jođiheaddji Aili Keskitalo lea dieđihan ahte sámi giliskuvllaid birra šaddá boahtte vahkkus sierra 	áššin 	.
Ovdagoddi mearredii golmmain jienain guovtti jiena vuostá dohkkehit sátnejođiheaddji 	áššin 	gielddastivrras .
Báikkálaš politiijat leat dál dutkagoahtán ášši kriminála 	áššin 	danne go gávdnojedje 23 TNT draughts mat guhtege ledje 400 grámma ja 35 dakkár 200 grámmat bávkkanas .
Dađe mielde go oahpaimet dárogiela , de dárosteimmet gaskaneamet , ja go fárriimet Sárranjárgii , de šattai dárogiella buot mánáid oktasašgiellan ja min sámegielmáhttu šattai čiegus 	áššin 	.
Dán maid eanaš norgalaččat dás váldet diehttelas 	áššin 	, ii leamaš diehttelassan sápmelaččaide mii lea nubbi álbmot man ala min rikka lea vuođđuduvvon .
Sámi Radio ođđasiin , sihke Radios ja TV:s , lea leamaš 	áššin 	ahte sámegiella boahtá jávkat , dan čuoččuha Sámedikki giellastivrra Rolf Olsen .
Ođđasiin lea maid leamaš 	áššin 	ahte Sámedikkis eai leat dokumeanttat , dahje leat boastut dokumeanttat sámegillii , iige leat sámegiel dulka .
Lemet-Jon Regnora NSR áigodagas lei guovddáš 	áššin 	: Sis-Finnmárkku viessoakšuvdna – Boligaksjonen for indre Finnmark , man eiseválddit bidje johtui 1970-logu álggus .
Jo máŋgalogi jagi leat Oslo sámit niegadan sámegiel boarrásiiddivššus , muhto álo lea báhcán dan duohkai ahte eai leat diehtán mo 	áššin 	galget bargat .
Ee. mii ferten oažžut ovdal ahte guolástuspolitihkka ja resursagáhtten ii leat dušše « dáža » 	áššin 	, muhto maiddái sámi áššin , dat lea leat vai ii leat riddo- ja vuotnasámiide .
Ee. mii ferten oažžut ovdal ahte guolástuspolitihkka ja resursagáhtten ii leat dušše « dáža » áššin , muhto maiddái sámi 	áššin 	, dat lea leat vai ii leat riddo- ja vuotnasámiide .
Sus lea stuora oassi gutnis das ahte sámepolitihkka fas lea šaddan dehálaš 	áššin 	Ruoksat-bellodagas .
Imaš go sámediggeráđi lahttu Nyvoll atná dehálaš 	áššin 	fas viiddidišgoahtit doaibmaguovllu , ja atná dán mahkáš dehálaš hástalussan sámi servodaga ealáhuspolitihkas .
Sámedikki Sámi mánáidkulturguovddáš lea váldán váimmu 	áššin 	maiddái sámi mánáid stoahkanbirrasa sámáiduhttima duhkorasaid ektui .
Ieš Åse Isabell ii ane dan nu stuora 	áššin 	ja dadjala ahte son searvá danne go liiko viehkat .
Riddoguolástus lávdegoddi lea bargan dáinna 	áššin 	, muhto Norgga Ráđđehus lea maŋidan stuorradikkis gieđahallat dan ášši .
Lea buoret ahte girjjiid geavahit go diktit daid orrut rájus , muhto 	áššin 	ferte álo joatkit bargat viidáseappot jos giella galgá eallit .
– Dát lea šaddan váttis 	áššin 	go dán orohagas eai gáro ovttasbargat ja daid moivviid ferte bissehit .
Anders M. Sara dadjá dán šaddan lossa 	áššin 	sidjiide , buot manná beare dáža jurddašanvuogi mielde .
Mun lean lohkan : – Ulbmil ii lean ahte dát catwalka galggai šaddat válgagičču 	áššin 	NSR:i , go Aili bovdejuvvui mus ovddidit sámi designa go son lea ovdagovva ja govva olgomáilbmái .
Ovttagaska lei sáhka molsut doarjjastivrra jođiheaddji , muhto Josef Vedhugnes ii loga dan 	áššin 	miessemánu dievasčoahkkimis .
Guovdageainnu sátnejođiheaddji Klemet Erland Hætta lohká dán leat duođalaš 	áššin 	suohkanis ja sii fertejit juoidá dahkat oalle jođánit .
– Ohcan ii lean goittot maŋimuš doarjjastivrras 	áššin 	, beannot vahkku áigi .
Fylkkagielda atná dan prinsihpalaš dehálaš 	áššin 	, maid ruđalaš vátni ii berre hehttet geahččaluvvot riektevuogádagas .
– Departemeanta sáhttá juolludit girtta 100 000 ruvnno ovdabargui ráhkadit plána mo galget bargat dainna 	áššin 	Skániin ja Evenáššis ja dat lea Várdobáikki guovddáš gii galggašii čađahit dan barggu , muitala Raimo Valle .
Sii ballet ahte Ruošša eiseválddit heaittihit radio jus besset oamasteaddjin , čilge Äärela ja lohká dán nu váttis 	áššin 	, masa lea hoahppu gávdnat čovdosa .
Hilde Solheim lohká dán lea šaddan hirbmat lossa 	áššin 	.
Isaksen ii loga iežas diehtit gos SClBbuollin vulggii ja lohká dan politiija 	áššin 	.
– Searvegodderáđis ii leat dat leamašan 	áššin 	, muhto lean gullan olbmuid hoahkamin ahte dáppe maid galggaše álgit daiguin vilges káppaiguin konfirmánttaide .
Olaf Eliassen čilge dán leat hirbmat dehálaš 	áššin 	vuotna- ja mearrasámiide boahtte áiggis .
Vars logai ahte Sámedikki bealis lohpidedje bargat vuđolažžat dainna 	áššin 	ja dan badjelii ahte doalahit suodjaluvvon guovlu nu mo dat lei .
– Dađi bahábut eai leat mis báhpirat ahte mis lea lobálaš doaibma dát , muhto mii leat máŋgii čoahkkinastán Fylkkamánniin ja dát lea leamaš 	áššin 	doppe , ja leat álohii atnán dása dán guovllu , čuoččuha Hætta .
Son muitala boazomearkka ášši lea moddii juo loktejuvvon sierra 	áššin 	Sámedikkis , ja danin lea dát mielde .
- Girjegávppit eai lean 	áššin 	
Sámedikki politihkalaš ráđđeaddi Bjarne Store-Jakobsen deattuha ahte girjegávppiid dilli ii lean 	áššin 	go Davvi Girji ja Sámediggi šiehtadalaiga .
Guovdageainnu leansmánnekantuvrras atnet dán duođalaš 	áššin 	.
530 000 	áššin 	lassánan , dahje 24 proseanttain , diimmá ektui , Kredit bearráigeahču dieđuid vuođul .
Nuba čálus manai obba 	áššin 	ovddosguvlui .
– Mii leat doivon ahte doibmo lobálaččat , go ii leat leamaš ovdagottis 	áššin 	, lohká Guovdageainnu
– Sámedikki bealis lohpidedje bargat vuđolažžat dainna 	áššin 	, sii lohpidedje bargat dan badjelii doalahit dan suodjaluvvon guovlu nu mo dat lei , muhto nu ii šaddan , dadjá Nils Johan Vars .
Dat lea oidnomis sihke musea skuvlafáláldagain ja jagis 2008 rahppui neahttačájáhus www.saivu.com , mii muitala guovddáš 	áššin 	dán fáttás .
Eará 	áššin 	lea EDL-etnalaš ja demokráhtalaš dásseárvosearvi , mii vuosttilda Finnmárkkulága ásaheami , ohcá gielddas 100.000 ruvdnosaš ruhtadoarjaga , man ges sátnejođiheaddji evttoha biehttalit .
Dat galget leat seamma sajis , jus juo jiekŋa ii leat sirdán daid , čilge Johan Mathis K. Hætta dahje Traktor-Máhtte nu go máŋggas dovdet su ja dadjá ge áibbas dušši 	áššin 	ahte sii galget sirdán daid geđggiid dalle .
Suoma Sámedikki Sámi mánáidkulturguovddáš lea váldán váimmu 	áššin 	sámi mánáid stoahkanbirrasiid sámáiduhttima duhkorasaid ektui .
Suoma , Norgga , Ruoŧa ja Ruošša sámit čoahkkanit ságastallat Sámeráđi boahttevuođas ja oktan 	áššin 	lea Sámeráđi čállingotti boahttevaš virgebáiki .
Boahtte čoahkkimis geassemánus , dáidáge dieđihuvvon ruonágirji guolástanpolitihka birra šaddat dehálaš 	áššin 	.
Don maid sáhtát jorgalit negatiivvalaš áššiid positiivvalaš 	áššin 	.
Jus leat veahášge ráhkkanan , de nagodat rievdadit negatiiva ášši positiiva 	áššin 	!
Ulbmil dáinna johttičájáhusain lea loktet Iver Jåks dáiddalašvuođa áigeguovdilis 	áššin 	.
Searvi dieđiha ahte NBR jođiheaddji Nils Henrik Sara maiddái boahtá čoahkkimii , gos earret eará šaddá 	áššin 	dán jagáš boazodoallošiehtadus .
Suoma bealde meahcceráđđehusas lea jođus ođđasit organiseren ja dát lei oktan 	áššin 	go birasministeriija , meahcceráđđehusa , Lappi birasguovddáža ja Sámedikki ovddasteaddjit deaivvadedje mannan vahkkus Eanodaga Bievrrasjávrris .
Tabu 	áššin 	ain
Jus háliida oaggut nákku man nu eará sivas , de baicca rehelaččat dan loktet 	áššin 	.
Son ieš maid searvvai akšuvnnaide áŋgirit ja lei dat vuosttas gii gárttai politiijajuristta ovdii Áltái ja šattai ge vuosttaš 	áššin 	politiijaid báhpiriin .
Sámediggi ferte boahtte vahkku loktet ášši dievasčoahkkimii 	áššin 	ja mearridit mot min parlameanta sáhttá bargat stáhtaeiseválddiid ektui ja dáid fitnodagaid mat áitet indiánaid birgejumi ja rihkkot sin vuoiŋŋalaš áššiid .
Dán vahkkus lea ge leamaš Sámedikkis dievasčoahkkin , go NSR loktii ođđa 	áššin 	Skániid joatkkaskuvlla .
Daid riidduid birra eat dáidde álot gullat ovdal go leat nu garran ahte šaddet politiijaid 	áššin 	.
Eará 	áššin 	lea maid galgá go Deatnu šaddat riikkaidgaskasaš gieldan .
Dát šaddá dál 	áššin 	.
Sámediggeráđđi áigu ge dál ovddidit ollislaš minerálapolitihka sierra 	áššin 	Sámediggái dán jagi miessemánus .
Go dat lei ođđa ásahus , ja dan rájes go mii bođiimet fárrui ja erenoamážit go riikkaidgaskasaš diehtojuohkinguovddáš ásahuvvui , de lea boazodoallu šaddan guovddáš 	áššin 	juohke áššis maid Árktalaš ráđis meannudit .
Galggašii guovddáš 	áššin 	
– Mii fertet váldit vára das mii lea báhcán midjiide , ja dan dihte gohččut mii ahte mearragáhtten šaddá guovddáš 	áššin 	min servvodagas , dadjá Somby .
Ann-Mari Thomassen mielas ferte Sámediggeráđđi loktet dán 	áššin 	.
Dan son dadjá maŋŋil go NSR loktii ođđa 	áššin 	sámemánáid váttis skuvladili , erenoamážit olggobeale guovddáš sámeguovlluin .
Norgga Sámiid Riikkasearvi ( NSR ) evttohii ođđa 	áššin 	dievasčoahkkimis ráhkadit sierra doarjjaortnega ohppiide oahppomátkkiid Sámis ja ohppiidlonohallan .
Son lohká son ii leat váldán dan bajás sierra 	áššin 	dievasčoahkkimis , muhto dát boahtá ovdan buot politihkalaš cealkámušain maid Sámediggi lea dahkan maŋimus jagis , nu go olmmošvuoigatvuođa áššis .
– In váldde Eira e-boastta nu duođalaččat , dadjá son ja lasiha ahte livččii sáhttit ráhkadit dás stuora 	áššin 	.
Deanu politiijat dihtet geat doaruhedje dievddu ja galget bargat viidáseappot 	áššin 	.
Nu ahte dutkat dáhpáhusa vejolaš olmmošgoddin 	áššin 	, dadjá Thronæs .
— ON:a nissonkonvenšuvdnii lea biddjon 	áššin 	vuolledábiid čuohpadeami eastadeapmi , ja dasa lea Norga vuolláičállán .
Boazoáiddit eai leat 	áššin 	dušše boazodoalloealáhussii .
Son oaivvilda ahte skuvla berre juoidá bargat dainna 	áššin 	ovttatmanos .
Čoahkkima áššelisttus lea earret eará okta 	áššin 	jurddaháhkan .
Bušeahta juolludeapmi lea 	áššin 	gielddastivrra čoahkkimis juovlamánu 25. beaivvi .
Sámedikkis lea ge otne ja ihtin ráđđečoahkkin gos lea 	áššin 	maiddái vuotnaguolásteapmi .
Go mánát ja váhnemat dieđihit dahje váldet oktavuođa hárdima birra , de lea mávssolaš jođánit dohppet daid ja bidjat 	áššin 	.
Boazodoallostivrras lea ge dát 	áššin 	boahtte vahkku stivračoahkkimis mii lea Álttás .
Dáiddároahppu leai daid vuosttas áššiin mainna Sámi Dáiddáriid Searvi SDS bargagođii , ja bajidedje 	áššin 	Sámekonferánssas Romssas jagi 1980 .
// SáB:a Sámediggejoavkku áirras , Elin Henriksen , evttohii ođđa 	áššin 	Sámedikki searvat cealkámuššii Sydvaranger Gruve AS mirkoluoitima vuostá Báhčaveaivutnii Mátta-Várjjagis go dat áitá mearrasámekultuvrra birgema ja luonddu .
Maŋŋebárgga Sámedikki dievasčoahkkimis evttohii NSR sámediggejoavkku áirras , Ann-Mari Thomassen ođđa 	áššin 	Sámedikki čielgadit heivešii go EDS joatkkaskuvla maid Sámedikki mearriduvvon sámi joatkkaskuvlla hálddašanmodellii .
Bargiidbellodaga sámediggejoavkku Anne Helene Saari evttohii dievasčoahkkimii ođđa 	áššin 	láhčit gažadanáiggi Sámedikki nuoraidpolitihkalaš lávdegoddái ( SNPL ) vai ožžot vejolašvuođa ovddidit iežaset oainnu lávdegottiide iešguđet áššiin , nu gohčoduvvon Sámedikki nuoraiddikki .
Nils Johan Heatta ii loga álkes 	áššin 	go ferte man nu láhkái dásset dan mii galgá leat olles sámeálbmoga fálaldat .
– Sátnejođiheaddjit geat bártidit narkotihka váttisvuođaiguin iežaset suohkanin , fertejit dadjat ahte sis lea váttisvuohta ja ferte juoga mii dahkkot dainna 	áššin 	, dadjá Heir NRK:ai .
Vuosttášbálvá Steve Nilsen ii loga stuorra 	áššin 	, muhto lei dábálaš akšuvdna mii dahkkui Kárášjogas ikte .
– Mii oinniimet dán ášši dan muttus dehálažžan ja fertii dál meannuduvvot go leamaš nu guhká 	áššin 	, muitala Boazodoallostivrra nubbinjođiheaddji Berit Oskal Eira .
Sámedikki várrepresideanta Laila Susanne Vars , gii lea maiddái Árjja jođiheaddji , ii hálit kommenteret Sara lobihis vuodjima , go son oaivvilda dán leat Sara iežas priváhta 	áššin 	.
Jus dat ii dohkket , de lea vejolaš váidalit , ja de šaddá politihkalaš 	áššin 	, muitala doarjjastivrra nubbinjođiheaddji .
Bargiidbellodaga sámediggeáirras , Jørn Are Gaski , árvala ođđa 	áššin 	ráhkadit strategiijaplána sápmelaččaid várás geat ásset gávpogiin ja čoahkkebáikkiin ja sámi guovddážiid ovddideapmái .
– Dát galggašii guorahallojuvvot dego okta 	áššin 	, oaivvilda Haugen , gean mielas lea imaš go Statnett ii dan jurddaš .
– Jus leat juo huksegoahtán dan , de lea mihá váddáset bissehit dán barggu jus mihkkege čuožžila , dadjá son ja lohká dán nu dehálaš ja stuora 	áššin 	ahte danin galggaše buotlágan váikkuhusat guorahallojuvvot ovdal ja son muittuha ge ahte dás lea sáhka 78 miilla guhkkosaš linjjás , iige dušše dan 36 miilla mii lea Báhccavuona ja Hámmárfeastta gaskkas .
Ii leamaš vel 	áššin 	
Store-Jakobsen ii loga dovdat daid formálalaš beliid vuos , go ii leamas 	áššin 	Sámedikkis dán áigodagas .
Iige loga oaidnán dan reivve , maid Nuxalax álbmot lea sádden Sámediggái 2003:s , muhto lohká dán nu dehálaš 	áššin 	, ahte lohpida loktet ášši ráđi ovdii .
Duomus čilgejuvvo ahte politiijat atnet mohtorjohtolatlága rihkkuma duođalaš 	áššin 	, ja sáhku sturrodat deattuha dán oainnu .
– Mii árvvoštallat loktet dán ođđa 	áššin 	Sámedikki dievasčoahkkimis otne , dan sivas go Sámediggi dagai mearrádusa jagi 2006 gaskariikkalaš bargguid hárrái , lohká son ja joatká muitalit Sámediggi mannan dievasčoahkkimis válddii ovdan ášši Mangyan álbmotrivttiid várjalit , Mindoros Filippiinnain , gos Norgga ruvkefitnodat lei guovddážis , ja danne lei ge lunddolaš buktit Norgga eiseválddiide cealkámuša das .
Nu mo don // dii dáidibehtet dovdat váttisvuođaid mat čuvvot Pan Fish luossabiebmanrusttega ásaheapmái British Colombias Kanadas , de lea dát šaddan máilmmi viidosaš 	áššin 	.
Bakke lohká dán leat prinsihpalaš 	áššin 	ja danin lea dát maid stuora vuoitu boazodoaloealáhussii .
Bjarne Store Jakobsen aŋkke lohká dál mannat ráđi evttohusa 	áššin 	dievasčoahkkimii .
Sis ii leat nu olu áigi šat dáinna 	áššin 	bargat go huksema plánaid mielde galggašii gárvvis leat juo juovlamánu 2011:s .
Sátnejođiheaddji baicce cuiggodii interpellašuvnna menddo maŋŋit boahtán 	áššin 	gielddastivrii ja deattuhii ahte áššit galget leat siste maŋimuš logi beaivvi ovdal čoahkkima .
– Mis lea gieldda bealis vejolaš dán ášši ovddidit Stáhta Geaidnodoaimmahahkii hohppos 	áššin 	.
Guovddáš 	áššin 	lei Finnmárkku boarrásiidpolitihkalaš plána ja movt váldit mielde sámi perspektiivva .
Mii dieđihat gal gahččangirdiidkommišuvdnii ja sii mearridit maid dahket 	áššin 	, dadjá Dyrstad .
NSR sámediggejoavkku Silje Karine Muotka ovddida ođđa 	áššin 	ahte Sámediggi berre mearridit plakáhta givssideami vuostá .
Livččii go son dalle beare romit gárvodan , imaštallá Dalheim , ja sávvá dán leat dušši 	áššin 	, vai eambbo unohasvuođat eai čuožžil olbmuid biktasiid dihte .
– Mis leamaš dát 	áššin 	stivrračoahkkimis , ja válljiimet čálalaččat moaitit go justa Sámi álbmotbeaivái leat dákkár čoahkkima bidjan , ja atnit njulgestaga unohassan dan .
Sii barge veahkaválddálašvuođa- ja givssideame 	áššin 	, oahppit čálle stiillaid , divttaid ja noveallaid .
Riidoráddi lea 27 veahkaváldiin áššit , mii lea sullii 38% buot 	áššin 	.
OVDDIDII RIIKAČOAHKKIMII : Unjárgga Sámiid Searvvi Gunn-Britt Retter ovddidii NSR riikačoahkkimii 	áššin 	ahte rahpat sámi jienastusloguid statistihkaid geavaheapmái .
Ikte meannudii Kárášjoga gieldastivra 	áššin 	go NAV guovddáš áigu geahpedit sámegielatfálaldaga NAV kantuvrras Kárášjogas .
Ikte dollui gielddastivračoahkkin , mas Ildtoppen AS leai 	áššin 	.
– Lea dieđus láittas go mu ruovttubáikkis beaggá mediain dákkár ášši , mii ii leat buorre smávva báikki beaggimii , šálloša Børresen , das go čavčča lea jorran gielddas ja mediain 	áššin 	das go Juovlavuona fitnodat , Ildoppen AS , restauráŋŋa , puba ja ijastallanbáiki váruhuvvo leat vuovdán lobiheamet alkohola gussiide .
SáB gielddastivrra áirras , Terje Tretnes , lohká sii juo 2007:s loktejedje dán 	áššin 	Sámedikkis go NAV lei áigon geahpedit sámegiel bálvalusfálaldaga .
// SáB sámediggeáirras Trond Are Anti ohcala “ giliskuvlla ” 	áššin 	sihke bajásšaddan- , fuolahus- ja oahpahuslávdegoddái ja dievasčoahkkimii .
Anti vuordá dál ahte Sámediggeráđđi ovddida “ giliskuvlla ” 	áššin 	sihke Bajásšaddan- , fuolahus- ja oahpahuslávdegoddái ja dievasčoahkkimii .
Galle giliskuvlla vel fertejit heaittihuvvot ovdal go giliskuvllat šaddet 	áššin 	lávdegoddái ja dievasčoahkkimii ?
Dieđusge galgá 	áššin 	
– Dieđusge galget giliskuvllat 	áššin 	boahtit Bajásšaddan- , fuolahus- ja oahpahuslávdegoddái ja dievasčoahkkimii , muhto in dieđe goas , dadjá sámediggepresideanta Egil Olli .
Danne lokte dán 	áššin 	Sámiid Valáštallan Lihttu - Norggas ( SVL-N ) Valáštallandiggái ja Jahkečoahkkimii , mii lea Álttás miessemánu nuppi vahkkoloahpas , gávccát ja ovccát beaivvi .
Duođi eambbo ii kommentere Vannebo ášši go gohčoda ášši dál vuos siskkáldas 	áššin 	.
Dán FeFo mearrádusas oaivvilda FeFo stivralahttu Klemet Erland Hætta , gii lea maid Guovdageainnu sátnejođiheaddji , leat prinsihpalaš 	áššin 	ja addá ge njuolggadusaid eará sullasaš áššiide .
Positiiva 	áššin 	namuhuvvui dat , ahte sámegielaid ja sámi kultuvrra árvvusatnin lea buorránan moaddelogi jagis .
Maŋŋebárgga dievasčoahkkimis evttohii Árjja áirras , Alf Isaksen , ođđa 	áššin 	ásahit sámegiel heahtedieđihanbálvalusa 100-guovddážii Finnmárkkus mas lea guokte bargi ja nubbi galgá leat sámegielhálli .
Mearraluossabivdit leat jo váldán oktavuođa dovddus advokáhtain Cartsen Smithain , gii árvvoštallá dán buori prinsihpalaš 	áššin 	.
	Non-fiction texts –
cieggagohte ođđa sánit dego rutiidna ” , ja , maid mearkkašupmi bázii vuorrasut olbmuide máŋgasii agibeaivái čiegus 	áššin 	.
Nubbin 	áššin 	Grosjean deattuha giellamodusa .
Dát ovdáneapmi lea juoga maid Norga ránnjáriikan atná buorre 	áššin 	.
Jagi 2007 stáhtabušeahta árvalussii leat biddjojuvvon 10 miljon ruvnno olgoriikadepartemeantta bušeahtas davviguovlluid kultur- ja diehtojuohkindoaibmabijuide , main vuoruhuvvon 	áššin 	lea ovttasbargu Ruoššain .
Fishman atná buolvvaidgaskasaš sirdáseami deháleamos 	áššin 	giellamolsuma jorgalahttimis .
” Lehtola mielde sáhttá atnit čielga 	áššin 	ahte logahallon sápmelaččat máhtte sámegiela , muhto ledjege sámegielagat maid báhpat ledje almmuhan suopmelažžan .
Muhto ii diet leat dál 	áššin 	.
Duppalfurrošeapmi lei 	áššin 	Guovdageainnus , ja jagi 1729 Ruoŧa allariekti dubmii Guovdageainnu náitalan badjealbmá Ándde-Niljasa ( gii lei báhpa Anders Tornensisa bárdni ) ja Ándde-Mihkkala eamida PieraIŋggá jápmimii go leigga furrošan duppalit .
Miellagiddevaš 	áššin 	goit báhcá veardádallat ođđa čalmmiiguin máŋggaid daid čállosiid mat leat dássášii adnojuvvon buhtes čáppagirjjálašvuohtan go árvvoštallá mo sápmelaš sámegillii meroštallá mii gosa gullá , makkár teaksta lea muitalus nonfiction mearkkašumis - dego olu indiánat dán áigái čuoččuhit iežaset árbevirolaš muitalusaid ahte dat eai leat fiction texts , muhto duohta stories , maidda galgá jáhkkit .
Jus mánáid bajásgeassin šaddá eanet priváhta 	áššin 	, de jáh kán mánát masset ollu dieđuid juste dan kultuvrii sosialiseremis dakkár dieđuid bokte mat bohtet lagas fulkkiin ja ristváhnemiin , ja maiddái sáhttá dadjat op pa giláža ássiin .
Čoakkáma áššelisttus ledje 	áššin 	čuovvovaš jagiid doaibmaplána , sámi parlamentarihkkáriid konfereansa dán jagi golggotmánu loahpas 19. sámi konfereanssa olis ja nammadeamit oktasaš sámi orgánaidda .
Nubbin čoakkáma 	áššin 	lei Meahcceráđđehusa ovttaveardásašvuohtaplána , mii lea válmmaštuvvan jagi 2006 .
Morašlaš 	áššin 	sáhtán fuomášit , ahte almmolašvuođas lean šaddan divodit mađi ipmašeabbo návdimiid iežan doaimma ektui .
Dieđusge dát lea dehálaš ášši ja anán muđuidge diehtojuohkindoaimma dehálaš 	áššin 	sámedikki doaimmas ja dan dieđusge galgá buoridit .
Dieđusge dát lea dehálaš ášši ja anán muđuidge diehtojuohkindoaimma dehálaš 	áššin 	sámedikki doaimmas ja dan dieđusge galgá buoridit .
