[lemma = "oahpaheaddji"][lemma = "gii"]
Boađus: 717

	Administrative texts –
Teáhter lei dárogillii , ja ledje dárogielat 	oahpaheaddjit geat 	ledje álggahan dan , muhto ledje maiddái sámit mielde .
Ovdal soađi dáppe ledje máŋgga sajis 	oahpaheaddjit geat 	máhtte sámegiela .
Ja lei hui uhccán johtu oahpaheddjiid gaskkas dalle , nu ahte dat 	oahpaheaddjit geat 	bohte , orro máŋggaid jagiid , muhtumin moaddelot jagi maiddái .
Ja dat lei 	oahpaheaddji gii 	ieš lei sámegielat .
De 4–5 jagi dás ovdal leimme guokte 	oahpaheaddji geat 	ozaime ja oaččuime ovdánahttinruđa ovddidit ovttasbarggu eará riikkaid sámi joatkkaskuvllaiguin .
– 	Oahpaheaddjit geat 	barge skuvllas ovdal du áiggi muitalit ahte ohppiin lei hui vuollegis dássi teorifágain .
Mekánalaš luohkkái bohte ođđa 	oahpaheaddjit geat 	ledje oahpahan seamma fága eará skuvllain , ja sii eai dovdan sámi duoji .
Earret dalá ossodatjođiheaddji Øystein Ballari , de ledjen mun áidna 	oahpaheaddji gii 	ledjen virgáibiddjojuvvon boazodoalloskuvlii .
Sivvan dasa lei ahte dárogiel oahpaheaddji , gii lei riegádeamis dárrolaš , lei oahpahan dušše dárogillii , ja lei leamaš čeahpes 	oahpaheaddji gii 	lei bargan buori barggu .
Skuvlaáigi lei gáržžiduvvon 2 dahje 3 vahkkui , jus juo oppanassiige čađahuvvui oahpahus , namalassii jus lei 	oahpaheaddji gii 	sáhtii oahpahit .
Daddjojuvvo ahte son barggai oahpaheaddjin gitta dassážii_go su sadjái bođii 	oahpaheaddji geas 	lei oahpaheaddjiskuvllas eksámen .
Buot 	oahpaheaddjit geat 	barge seamma áiggis go Nuth , ledje ožžon nuvttá skuvlasajiid Romssa oahpaheaddjiskuvlii ja ledje doppe oahppan sámegiela .
– Muittán ovtta 	oahpaheaddji gean 	namma lei Eivind Tønnesen , ja gii lei suovvan ohppiid čállit moadde sámegiel sáni , muitala Trygve .
Mu boarrásamos gánddas lei 	oahpaheaddji gii 	lei Bergenis eret , ja son gal gáibidii ahte mánát galge juoigat .
Ferte leat unnimusat okta 	oahpaheaddji geas 	lea montessoriduogáš ovdal_go beassá montessoriskuvlla álggahit .
Dál leat mis skuvllas 	oahpaheaddjit geat 	eai hála dárogiela , ja min mielas gal dat lea dohkálaš .
Dat , geat cuiggodežžet min ahte eat geavat 	oahpaheddjiid geain 	lea « dáiddafágaskuvla » , eai smiehtas ahte ii leat min bargu oahpahit fágagođđiid , min bargu lea baicce veahkehit dálueamidiid .
Dál eat dáidde gávdnatge 	oahpaheaddjiid geat 	leat 68 jagi .
Ruhtahivvodat galggai geavahuvvot bálkálasáhussan 	oahpaheaddjiide geat 	barge giellaseaguhusguovlluin , hukset skuvladáluid ja dasa lassin addit gávcci oahppái friijasaji Romssa semináras .
Muhto áidna 	oahpaheaddji gean 	muittán ahte namuhii sámi áššiid , lei oarjenorggarivgu , gii muitalii midjiide dološ sámi oskku birra .
Eat lean nu máŋga 	oahpaheaddji geat 	háliideimmet nannet sihke sámegiela , sámi sisdoalu ja fidnofágalaš oahpahusa .
Earret sámegieloahpaheddjiid ledje unnán 	oahpaheaddjit geat 	máhtte čállit sámegiela .
Muhto dat han lei measta álo , go dábálaččat lei muhtin oahppi dahje 	oahpaheaddji gii 	ii máhttán sámegiela .
Muhto doppe ii lean oktage 	oahpaheaddji gii 	máhtii nu ollu boazodoalu birra ahte válddii badjelasas oahpahit mu .
Mu viellja , Osvald , lea garraseamos 	oahpaheaddji gii 	mus goassige lea leamaš .
Muhto jagi maŋŋil bođii lihkus 	oahpaheaddji gii 	duođaid veahkehii min .
	Oahpaheaddji gii 	ipmirdii
De son gal baicca mieđai soabatevttohussii ja álggos dohkkehii sámegielat 	oahpaheddjiid geain 	ii lean oahpaheaddjioahppu .
Dál lea dan golmma 	oahpaheaddjis geat 	buohkat gullet Ruŋgu // Ruŋgogierraga-birrasii eanas Sámeskuvlla oahpahus .
Earret 	oahpaheaddji geas 	lea virgelohpi , de Loabát sámeskuvllas eai leat oahpaheaddjit geat ollásit máhttet sámegiela .
Earret oahpaheaddji geas lea virgelohpi , de Loabát sámeskuvllas eai leat 	oahpaheaddjit geat 	ollásit máhttet sámegiela .
Moanat sámi váhnemat leat gažadallamiin moaitán ja cuiggodan go 	oahpaheaddjit geain 	lea váilevaš sámegielmáhttu leat biddjon sámegiela oahpahit .
Fylkkamánni cuiggoduvvui go lei váilevaččat gozihan 	oahpaheddjiid geain 	lei virgelohpi bálkkáin sámegiela lohkat .
Jus suohkan mearrida bisuhit doaibmi dárogiel-sámegiel guovttegielalašvuođa mihttomearrin , de leat eaktun dasa 	oahpaheaddjit geat 	ollásit hálddašit sámegiela .
Jus galgá ovdánit dađi dobbelii , de lea diehttelas eaktun virgádit 	oahpaheddjiid geat 	máhttet sámegiela ollásit .
Jus Loabát ain áigu olahit doaibmi guovttegielalašvuođa ulbmila , de ii leat eaktun dušše 	oahpaheaddjit geain 	lea nu buorre giellamáhttu ahte sáhttet oahpahit buot skuvlafágain sámegillii .
Mot dal leaš , stuorimus hástalussan boahttevaš jagiid lea oččodit 	oahpaheddjiid geat 	máhttet sámegiela , ja nannet skuvllaid ja suohkana dáhtu ja beroštumi áŋgiruššat diđolaš ulbmiliin mas buot oahppit oččoše vuđolaš ipmárdusa das ahte sámegiella ja kultuvra lea oassin min oktasaš duogážis .
Lei dušše okta 	oahpaheaddji geas 	lei buot oahpaheapmi .
1800-logu loahpas ja 1900-logu álggus ledje Ákŋoluovtta suohkanis moadde 	oahpaheaddji geat 	máhtte sámegiela ja geavahedje dan veahkkegiellan , muhto Knut Møgster čállá ohcamisttis sámefondii 1885:s : « Dán oktavuođas áiggun lasihit , ahte in leat oahppan sámegiela , go rievtti mielde ii leat dárbbašlaš ge dáppe , go eanetlohku mánáin ipmirda dárogiela oalle bures , muhto mus lea ollu rahčamuš oažžut sin cealkit dárogiel sániid riekta , sihke mii guoská jitnii ja nuhttii .
50-60-jagiin lei Goahteluovttas 	oahpaheaddji geas 	lei sámi duogáš , Gunnar Lille .
Skuvllas lei dušše okta 	oahpaheaddji gii 	máhtii sámegiela , Anders O. Eira , gii lei Mázes eret .
Vearrámusaid gaskkas lei 	oahpaheaddji gii 	lei leamaš nasistan soađi áigge .
Dan skuvllas mis lei buoremus 	oahpaheaddji gii 	mus lea leamaš , Paul Ryan .
Mis lei ee. muhtin 	oahpaheaddji gii 	ii lean go sullii 20 jagi boaris .
Áigodagas 1899–1903 lei dáppe 	oahpaheaddji gean 	namma lei Isak Persen .
Gal livččii buorre jus Davvesiidda skuvllas livččii okta 	oahpaheaddji gii 	máhtášii sámegiela , go leat muhtin easkkaálgit geat máhttet dárogiela hui heittogit .
Son lea maiddái oahpaheaddji , ja dál áidna dan 9 	oahpaheaddjis gii 	máhttá sámegiela .
Guhká ledje skuvllas aivvefal 	oahpaheaddjit geat 	eai ipmirdan ohppiid giela .
Lihkus lei suohkanii fárren 	oahpaheaddji geas 	lei oahpaheaddjioahppu , muhto geas ii lean bistevaš virgi .
In muitte ahte oahpaheaddjit livčče huškon ohppiid , muhto oktii lei stuora gievrras 	oahpaheaddji gii 	loktii mu bajás .
Dat 	oahpaheaddji gii 	barggai doppe ovdal mu lei nuorra nieida , iige sus lean pedagogalaš oahppu , ii dakkár oahppu lean galli oahpaheaddjis unnit skuvllain dalle .
Dál bođii vuosttaš 	oahpaheaddji gii 	lei váldán eksámena oahpaheaddjiskuvllas , ja su gal sáhtii suige gohččut geahččaladdat joavkolanja oahpahusastis .
Ii lean vejolaš gávdnat ollesoahppan guovttegielat oahpaheaddji , ja oahpahus álggahuvvui danne 	oahpaheddjiin geas 	ii lean oahpaheaddjioahppu .
Muittán go muhtun 	oahpaheaddji gii 	mieđuštii mánáid Jáhkogohppái Sievjjus , jávkkai measta vahkku .
Gállojoga biires lea 	oahpaheaddji gean 	ruovttugiella lea láttegiella .
Sis lei duo moadde jagi dassái ain dárogielat 	oahpaheaddji gii 	máhtii čielga láttegiela .
25/1-53/25 [ 2 ] , mielde , man ulbmil lea oahpahit 	oahpaheddjiid geat 	sáhttet fuolahit nu gohčoduvvon rievdadusguovlluid dáruiduhttima .
Almmotge orru leame nu ahte Muorral-guovllu ohppiin eanas áigge leat leamaš 	oahpaheaddjit geat 	dáhtto geavahit sámegiela oahpaheamis , mii gal dagai skuvlavázzima álkibun go muđui livččii leamaš .
Muhtun 	oahpaheaddji gii 	ieš ii ipmirdan sáni ge dárogiela go álggii skuvlii , govvida dákkár bahča sániiguin dan vásáhusa eallimistis : « Dat jagit leat mu eallima oahpu goalšaseamos ja ávkkeheamos jagit .
	Oahpaheaddji gii 	oaidná dan mánáid ámadajuin gal ipmirda sin hui bures .
Skuvllas ledje guokte sámegielat 	oahpaheaddji geat 	jođiiga mearkagiella-kurssain .
Eanaš oahpaheaddjit bohte eará guovlluin , muhto muittán ahte mis lei muhtin 	oahpaheaddji gii 	lei Sievjjus eret .
Lea dušše okta 	oahpaheaddji gii 	boahtá dán guovllus , ja oahpaheaddjit dihtet unnán báikkálaš kultuvrra ja historjjá birra .
Mus áhčči hállá suomagiela , ahte mus lei okta 	oahpaheaddji gii 	hálai suomagiela , ja okta gii hálai sámegiela .
Gielddas lei dalle dušše okta 	oahpaheaddji geas 	lei sámegiella eatnigiellan , muhto su bidje bargui dan skuvlabiirii gos eanas oahppit ledje dárogielaga [ 2 ] .
Kárášjogas eai lean galle 	oahpaheaddji geat 	hálle sámegiela .
Oahpaheaddji Bardal ja Bjørn Aarseth ovttas Anna Mørkain ledje 	oahpaheaddjit geat 	hálddašedje sámegiela álggogeahčen 50 logu .
	Oahpaheaddjit geat 	leat leamaš dán suorggis leat sihke sámit ja dážat , muhto dat geat bohte olggobealde ledje ovdal bargan dearvvašvuođabálvalusas sámi guovlluin ja ledje integrerejuvvon sosiálalaččat ja dađistaga maiddái gielalaččat .
Seammá reivves son čállá váikkuhusa mii lei go oahpahit besse dušše dat 	oahpaheaddjit geat 	ledje Lærersambanda miellahtut :
« Telegrámmajearaldagas Girkodepartementii das ahte sáhttá go skuvllaid álggahit beassážiid maŋŋil go oahpaheaddjit leat dáhtolaččat , de ožžon dán vástádusa : Skuvllat sáhttet joatkit duššefal 	oahpaheddjiiguin geat 	leat Lærersambanda miellahtut .
Mun bivddán du din suohkanis iskat nu várrogasat go sáhttá ahte leat go oskkáldasmeahttun 	oahpaheaddjit geaid 	berre lihccut virggis , suspenderet dahje sirdit eará sadjái .
Departemeanta mieđiha johtočállosis 14.08.1945 ahte 	oahpaheaddjit geat 	ledje leamaš Norges Lærersambanda miellahttun , sáhtte suspenderejuvvot virggiin , « jus eai gávdno erenoamaš bealušteaddji dilálašvuođat » .
KUD reivves 08.06.1945 skuvladirektevra Aarsethii muitaluvvo leat listu 	oahpaheddjiin geat 	galget dutkojuvvot , ja sin leat rátkán máŋgga jovkui , dan mielde leatgo leamaš miellahttun NS:s dahje dušše čájehan « eahpegudnálaš ja oaivilválddekeahtes našunála láhttema » .
	Oahpaheaddjit geat 	dubmejuvvojedje riikabeahttin lihccojuvvojedje virggiin , ja oallugat ožžo duomu bokte gildosa bargat oahpaheaddjin .
Eará heajos muitu lea go mis ovtta gaskka lei 	oahpaheaddji gii 	rohcošii gándamánáiguin .
Son lei vuosttaš min 	oahpaheddjiin gii 	lei vázzán oahpaheaddjiskuvlla .
Fas 	oahpaheaddji geas 	lei oahpaheaddjiskuvla .
Dat 	oahpaheaddji gean 	goitge muittán buoremusat , lei Steinar Grande .
Ii oktage dorjon Fokstada plána , muhto guokte miellahtu celkkiiga ná : Unnitlohku ( Bull [ 14 ] ja Jønsson [ 15 ] ) čilgeba čuovvovaš várašumi : « Sámeguovlluid ja giellaseaguhusguovlluid dábálaš álbmotskuvlaortnega olis sáhtte plána doarjut , muhto ean gávnna ahte dát mearrádusevttohus váldá vuhtii nu bures go dárbbu ja sávaldagaid mielde galggašii sámegiela ja kultuvrra ovdáneami ja seailluheami , ja seaguhusguovlluid dárbbuid 	oahpaheddjiide geain 	lea buoret sámegielmáhttu .
Moai letne guokte 	oahpaheaddji geat 	letne juohkán 40_% virggi .
Sámi_joatkkaskuvlii lea hirbmat ávkkálaš ahte sis lea 	oahpaheaddji gii 	sáhttá oahpahit sihke árbevirolaš meahcásteami , teknihkalaš fágaid boazodoalus , matematihka ja mekánalaš fágaid .
Dalle ii leat beare gávdnat 	oahpaheddjiid geain 	lea gelbbolašvuohta oahpahit fága , ja áinnas sámegillii .
Dát gustui vaikko sáhtte leat 	oahpaheaddjit geat 	ledje sámit ja sámegielagat .
Skuvlastivra oaivvilda leat buoremussan ahte leat sámi oahpaheaddjit , dahje goit 	oahpaheaddjit geat 	máhttet sámegiela .
Muhtin suohkaniin almmuhit dasalassin ahte sis leat dáru 	oahpaheaddjit geat 	máhttet sámegiela .
Almmatge lea mearkkašan veara ahte riddogielddat Bearalváhki ja Davvesiida dovddahit dárbbu 	oahpaheddjiide geat 	máhttet sámegiela .
	Oahpaheaddji gii 	lea čállán vuollái , Lydolf Lind Meløy , šattai maŋŋil ee. Kárášjoga skuvlahoavdan , Finnmárkku skuvladirektevran ja Norgga Oahpaheaddjisearvvi jođiheaddjin .
1900:s duššai báikkiid gaskii 	oahpaheaddji gean 	goargu lei Elvedal .
Gielda lei hui vuostá álggos ja moite garrasit go aniimet 	oahpaheddjiid geain 	ii lean olles oahppu .
– Mánáidskuvllas mii lei ee. 	oahpaheaddji gean 	namma lei Desington .
Ledje skuvlla iežas 	oahpaheaddjit geat 	ráhkadedje duoji oahppoplána .
Dál leat Ráissa joatkkaskuvllas 6 	oahpaheaddji geat 	oahpahit sámegiela .
Nuppi jagi joatkkaskuvllas , mis ledje moadde 	oahpaheaddji geat 	eai láven boahtit diibmui , jna. .
Vaikko in ádden visot diimmuin , lei ollu álkit go lei 	oahpaheaddji gii 	áddii min .
Mus ii lean olles skuvlaáiggi oktage 	oahpaheaddji gii 	máhtii sámegiela .
Dattetge ledje muhtin hárve sámit geat ožžo oahpaheaddjioahpu maiddái garraseamos dáruiduhttináiggis , ja sin gaskkas lei 	oahpaheaddji gii 	geahččalii váikkuhit sámi nuoraid álgit oahpaheaddjiskuvlii .
Dán muitala 	oahpaheaddji gii 	guhkimus áiggi lea oahpahan sámegiela oaivegávpogis .
Áhčči muitala ahte dan maid son muitá lea ahte vuosttas jagi lei sis rivgu 	oahpaheaddji gii 	lei oahppan sámegiela rávesolmmožin , Anna Mørk lei su namma .
Dat dagahii ahte mánát dušše čohkkájedje luohkkálanjas ja guldaledje 	oahpaheaddji gii 	hálai dárogiela beaivvi njuolgut , muhto eai mánát ipmirdan maid son hálai .
Áhčči maid muitá erenomážit ovtta 	oahpaheaddji gii 	lávii bottus fáktet hállet go mánát sámegillii , ja jus de gulai muhtima hállamin sámegiela , de son viehkalahtii dan máná .
Dávjá sii ledje aiddooahppan 	oahpaheaddjit geat 	bohte njuolga oahpaheaddjiskuvllas , dahje juo njuolga gymnásas .
Mo čađahit dan go muhtin skuvllas dušše ovtta dahje moatti oahppis lea sámegiella fágan , ja áidna 	oahpaheaddji gii 	máhttá sámegiela fitná dan skuvllas dušše moadde diimmu vahkus .
Dasa lassin lean čuvvon kurssa mii lei Oslos 	oahpaheddjiide geat 	oahpahit dárogiela nubbingiellan .
Mus lei referánsajoavku , das ledje 	oahpaheaddjit geat 	ieža ledje oahpahan sámegiela nubbingiellan .
	Oahpaheaddji gii 	logaldalai , lei dárogielat .
Muhto studeanttain ledje juo leamaš eará guovdageaidnolaš 	oahpaheaddjit geat 	oahpahedje sámegillii .
Danne livččii buoremus « bidjat sápmelaččaide 	oahpaheddjiid geain 	njálmmiin dárogiella čuodjá eallasit ja čielgasit , ja geat eallimisttis leat ollásit searvan dáru álbmoga vugiide » .
Christophersen dieđihii čállagisttis 1874:s ahte kárášjot-sápmelaš nders Andersen Jox , gii dalle lei oahpaheaddjin átta-Várjjagis , lei erenoamáš čeahpes 	oahpaheaddji gii 	« sáhtii doaibmat fámolaččat ja goitge láđisvuođainis ja jierpmálašvuođainis nu vuolledássásaš álbmogii go Mátta-Várjjaga sápmelaččat ledje , sihke morálalašvuođa ja jurddašanfámuid dáfus .
Hvoslef čuoččuhii ahte albma dárogielmáhttu lei deháleabbo go sámegielmáhttu 	oahpaheddjiide geat 	galge bargat rievdadusguovlluin .
Dat lei vel eanet duođaštussan dasa ahterievdadusguovlluide oaččui buoremusat oahpaheddjiid go oččodii dohko dáččasogalaš 	oahpaheddjiid geat 	ledje lohkan sámegiela nuvttávuogádagas .
Danne_go dan áiggi lei politihkalaš čoaskin unnitloguid vuostá , de ii lean imaš go Álttá oahpaheaddjiskuvla fargga cuiggohalai go 	oahpaheaddjit geat 	válbmane doppe eai máhttán dárogiela dohkálaččat .
Eanas 	oahpaheaddjit geat 	gárváne doppe eai heiven dáruiduhttima reaidun , danne_go sii eai báljo máhttán skuvlla oahpahusgiela , ja nu sii áinnas geavahe dan giela maid sihke sii ja sin oahppit máhtte .
Skuvladirektevra Killengreen čálii 1886:s ná : « Ii leat váldon Finnmárkku skuvllaid bálvalussii oktage 	oahpaheaddji gii 	gullá čielga vieris álbmogii , eai ge seaguhussogalaččat , dušše moaddása geat bohte Romssa ámttas geaid varrasuonain lea sámi varra , muhto geat leat ollásit dáruiduvvan .
Ođđa 	oahpaheaddjit geat 	leat ožžon virggiid , leat dáččasogalaččat .
» Goitge son ain háliidii ahte 	oahpaheaddjit geat 	galge bargat dain giellaguovlluin , galge oahppat juobe veaháge sámegiela dehe láttegiela .
Su ágga dasa lei ahte eai šat dárbbašan nu ollu 	oahpaheddjiid geat 	máhtte sámegiela ja láttegiela danne_go dáruiduvvan lei ovdánan nu bures .
Ođđa skuvladirektevra , Bernt Thomassen , čujuhii loguide main oinnii ahte dušše 11 dan 47 	oahpaheaddjis geat 	ledje válbmanan nuvttásajiin 1893-1902 áigodagas , ledje bargan dehe ledje bargame geatnegahtton jagi rievdadusguovlluin .
Oahpaheaddjiskuvlla bealis čuoččuhuvvui ahte lei dárbu ollu jagiid vel 	oahpaheddjiide geat 	máhtte sámegiela ja suomagiela , ja livččii vahágin Finnmárkku álbmotskuvlii jos nuvttásajit jávkaduvvoše .
Danne_go muhtumiin dain skuvllain juo ledje 	oahpaheaddjit geain 	lei dohkálaš sámegieloahppu , de son árvvoštalai ahte « dál dárbbašit 7-8 oahpaheaddji geat sáhttet oahpahit goappašat gillii .
Danne_go muhtumiin dain skuvllain juo ledje oahpaheaddjit geain lei dohkálaš sámegieloahppu , de son árvvoštalai ahte « dál dárbbašit 7-8 	oahpaheaddji geat 	sáhttet oahpahit goappašat gillii .
Várra dán rájes boahtigohtet Romssas aiddooahppan 	oahpaheaddjit geat 	leat sámegiela lohkan oassin oahpahusas ?
Mo de galgá loktet máhtu sápmelaččaid birra , jus dat ođđa 	oahpaheaddjit geat 	dál gazzet oahpu eai oahpa maidege sámiid birra ?
Muhtun jagiid lei maiddái sámegieloahpahus , muhto dál dain ii leat 	oahpaheaddji gii 	máhttá oahpahit sámegiela .
Son cuigii 	oahpaheddjiid geat 	eai čuovvulan dán ulbmila doarvái áŋgirit .
Dassážii_go diet ollašuvvet , de galgá buot nuoraidskuvllaide bidjat virgái 	oahpaheaddji gii 	lea riegádan sápmelažžan .
Ja 	oahpaheaddjit geat 	bohte ja manne , sáhtte leat oalle iešguđetláganat .
Dása vel lasihit ahte buot 	oahpaheaddjit geat 	dán skuvlla lea mannan galget sáhttit Mátta-Norggas ge oahpahit .
Oahpahandilálašvuođas vásihii son duollet_dálle earenoamáš hástalusaid , muitala 	oahpaheaddji gii 	dál lea joavdan ealáhatahkái .
Go sii álge skuvlii vuosttaš luohkkái lei sis 	oahpaheaddji gean 	gohčodedje .
Čuoččuhuvvo ahte 1973:s ii oba ohccojuvvon ge 	oahpaheaddji gii 	livččii máhttán oahpahit sámegiela ja sámegillii .
Bealli mu informánttain gal ledje aktiivvalaččat : « Bargen eanas sámepolitihkalaš áššiiguin nu go riekti oažžut oahpahusa iežas gillii , sierra fága- ja oahppoplánat , eanet 	oahpaheddjiid geat 	máhttet sámegiela ja dovdet sámi diliid » .
Son maid vásihii njuolgut vuosttaldeami dain 	oahpaheddjiin geat 	eai bargan sámi ossodagas , maiddái soaibmama .
Meløy čállá čuovvovaččat sekšuvnna mearkkašumi birra : « Go Finnmárkku oahpaheddjiidsearvi lea dohkkehan ahte galgá ásahuvvot sierra sekšuvdna fylkasearvái , de lea searvi maid formálalaččat bidjan 	oahpaheddjiid geain 	lea sámi ja dáru duogáš seamma dássásažžan .
Lávdegoddái sáhtte nammaduvvot sihke sámi oahpaheaddjit ja eará 	oahpaheaddjit geain 	ledje eanet dahje unnit vásáhusat sámi dilálašvuođain .
Dás muitalit guovttes sis geat leamaš mielde meannudeamen sámi gažaldagaid diein organisašuvnnain : sámi 	oahpaheaddji gii 	leamaš mielde sámi skuvlagažaldagaid lávdegottis ja ovdalaš Oahpaheddjiidlihtu // Oahppolihtu fylkajođiheaddji .
– Okta gažaldat mii dalle lei áigeguovdil , lei gáibádus ahte viiddidit vuoliduvvon oahpahangeatnegasvuođa 	oahpaheddjiide geat 	oahpahedje ohppiid geain lei eará eatnigiella go dárogiella , nu ahte dat maiddái galggai guoskat sámi ohppiide .
Miellahttun besse dušše dat 	oahpaheaddjit geat 	oahpahedje sámegillii , sámegielas dahje duojis .
	Oahpaheaddjit geat 	barge nu gohčoduvvon rasttidanguovlluin sáhtte jahkásaččat ohcat bálkálasáhusa dán foanddas .
Skuvlastivra ozai doarjaga ja das lei ovddasvástádus geavaheapmái , muhto ledje 	oahpaheaddjit geat 	juhke doarjaga .
Dan áiggi lei ain buot oahppu álbmotskuvllas dárogillii , muhto dattetge Saraksen deattuha man dehálaš lei ahte sámi mánáin leat 	oahpaheaddjit geat 	máhttet sámegiela ja dovdet sámi diliid .
Sámi guovlluin lea atnu sápmelaš 	oahpaheddjiide geat 	dovdet sámeeatnama olbmuid dili ja sámeguovlluid oahpaheddjiide geat máhttet sámegiela go sii dakko_bokte fárggabut vuitet mánáid luohttima .
Sámi guovlluin lea atnu sápmelaš oahpaheddjiide geat dovdet sámeeatnama olbmuid dili ja sámeguovlluid 	oahpaheddjiide geat 	máhttet sámegiela go sii dakko_bokte fárggabut vuitet mánáid luohttima .
1853:s virgáduvvui suomagielat oahpaheaddji Buođggáid ja Njávdáma mánáide , muhto muhtun jagiid maŋŋel raporterejuvvui ahte Buođggáin ja Njávdámis ii lean skuvla doaimmas daningo váilo 	oahpaheaddjit geat 	máhtte suomagiela .
Álttá-riiddu áiggis ja maŋŋel ledje skuvllas muhtin 	oahpaheaddjit geain 	lei áibbas earálágan oaidnu go dat mii lei leamašan dábálaš skuvllas ja gilis .
Son muitala : – Leimmet muhtin 	oahpaheaddjit geat 	háliideimmet deattuhit báikkálaš diliid skuvllas , ja dál mis lei maiddái doarjja oahppoplánain dahkat dan .
Ovdaskuvlaoahpaheaddjioahpus ledje oahppan oahpaheaddjit , muhto Sámi ossodagas ledje 	oahpaheaddjit geat 	galge háhkat formálalaš gealbbu seammás_go oahpahedje , ja dan ipmirdan ahte šattai beare ollu .
Buorre 	oahpaheaddji gii 	doarju ovttaskasa sáhttá loktet ovttaskasa iešgova .
Seammás lassánii oassi 	oahpaheddjiin geain 	lei oahpaheaddjioahpahus 1850 rájes 1870 rádjái 24 proseanttas 78 prosentii .
	Oahpaheaddjit geat 	barge viššalit nannet dáropolitihkka ii meinestuvvan ja ahte sámiid máhttodássi dárogielas ja risttalašvuođas lei njiedjan .
Dát friddjasajit ožžo dakko_bokte juste nuppelágán doaimma go ovdal ; dat sihkaraste 	oahpaheddjiid geat 	eai máhttán sámegiela , ja geat šadde jegolaš neavvun dáruiduhttinbarggus .
Muđui galggai buot oahpahus leat dárogillii , ja áinnas 	oahpaheddjiiguin geat 	eai máhttán sámegiela .
Skuvlajagi 1983/84/1983 lei lullisámi guovllus dušše okta sámegielat 	oahpaheaddji geas 	lei oahpaheaddjioahpahus ja julevsámiguovllus ges ledje guovttis .
Oahpaheaddji lei luoikkahuvvon vuođđoskuvllas , go fidnoskuvllas ii lean oktage 	oahpaheaddji geas 	lei gealbu oahpahit sámegiela .
	Oahpaheaddji gii 	lea Lulli-Norggas eret sáhttá omd. jearrat muhtin oahppis galle bohcco su bearrašis leat .
	Oahpaheaddjit geat 	háliidit addit oahpahemiineaset sámi sisdoalu rahčet oahpponeavvovániin ja oppanassiige gáldovániin .
Jus muhtin skuvllas eai leat doarvái 	oahpaheaddjit geain 	lea dárbbašlaš gealbu oahpahit oahppoplánaid ektui , de lea skuvllas geatnegasvuohta oanehit áigái lágiidit ohppiide earálágán oahpu , guhkit áigái gozihit ahte oahpaheaddjit ožžot dárbbašlaš gealbbu .
	Oahpaheaddjit geain 	lea sámi identitehta leat mearrideaddji sámi skuvlla hápmemis .
Sámi skuvllain leat dievva 	oahpaheaddjit geain 	lea sámi duogáš , muhto máhttet unnán sámegiela , ja vel eanet oahpaheaddjit geain lea dáža , kveana dahje eará čearddalaš duogáš .
Sámi skuvllain leat dievva oahpaheaddjit geain lea sámi duogáš , muhto máhttet unnán sámegiela , ja vel eanet 	oahpaheaddjit geain 	lea dáža , kveana dahje eará čearddalaš duogáš .
Vejolašvuohta geavahit sámi ja suoma skuvllagirjjiin gáržžiduvvui 1800-logu loahpas , ja eiseválddit ráhkadedje sierra bagadusaid 	oahpaheaddjiide geat 	barge mearragátteguovlluin .
Dat 	oahpaheaddjit geat 	barget eatnigielaoahpahusain leat dávjá seamma kulturguovllus eret go mánát .
	Fiction texts –
Mihkku geahčai 	oahpaheaddjái gii 	lei čázis , muhto su jurdagat bissehedje áiccu doalvumis dieđuid oaivái .
Son lei várra dat 	oahpaheaddji geas 	lei eanemus fápmu ohppiid badjel .
	Law texts –
Dasto vel lasihit , ahte boarrasat sápmelaččat ja kveanat ( badjel 30 jahkásaččat ) dábálaččat leat ožžon heajos skuvlaoahpu , mas vel stuorra oasis lea leamaš sámi ja kveana 	oahpaheaddjit geat 	oahpahit , geat ieža eai leat máhttán dárogiela albmaláhkai .
	Min Aigi –
Go dál fas galge leat heajat skuvllas , de lei várra lunddolaš , ahte lei oahppi ja 	oahpaheaddji geat 	náitaleaba , árvala Lars Johnsen .
Vuosttaš váttisvuohtan sidjiide lea diehttelasat go váilot 	oahpaheaddjit geain 	lea gelbbolašvuohta dán oahpu čađahit .
Ovdamearkkadihtii álggus mis lei 	oahpaheaddji gii 	ii máhttán dárogiela , ja mii eat máhttán nu olu sámegiela ahte sáhtiimet jearrat jus lei juoga maid eat ipmirdan .
Ovdamearkka dihtii álggus mis lei 	oahpaheaddji gii 	ii máhttán dárogiela , ja mii eat máhttán nu olu sámegiela ahte sáhtiimet jearrat jus lei juoga maid eat ipmirdan .
Kamil lea Čállán dán artihkala earenoamaŧit váhnemiidda ja 	oahpaheaddjiide geat 	beaivalaČČat vásihit guovttegielala3vuoÛa .
Ja váttis lei fidnet 	oahpaheaddjiidge geat 	sáhtte čađahit dáid plánaid .
Dát guoská maid stuora oassái otná 	oahpaheddjiide geat 	oahpahit sámegielat mánáid .
Boađus lei ahte galgá sierra sámegiel oahpaheaddjeoahppu , vai šaddet 	oahpaheaddjit geat 	leat heivehuvvon sámi servodaga dárbbuide .
Unjárgga_gielddas leat eanemus 	oahpaheaddjit geain 	ii leat oahpaheaddji oahppu .
Unjárgga_gielddas leat eanemus 	oahpaheaddjit geain 	ii leat oahpaheaddji oahppu .
–<\q>Mii gáibidit unnit diimmuid 	oahpaheddjiide geat 	sámegiela ja sámegillii oahpahit .
